id|Product Name|Brand|Category|Rank|Price|Rating|Weight|Available From|Est. Revenue
102|Fitness Tracker for Women;Fitness Tracker with 24/7 Heart Rate Monitor; Waterproof Activity Tracker with Pedometer, Sleep Monitor, Calories, Step Tracking; Fitness Tracker for Android and iOS Phones|TEZER|Sports & Outdoors|#113,559|$10.00|3.6|0.09|11/04/22|$220
103|Zeacool Fitness Tracker, Heart Rate Monitor,Smart Watch with 1.10'' AMOLED Touch Color Screen,5 ATM Waterproof Activity Trackers,Step Counter for Walking,Sleep Monitor for Women Men(Purple)|VideoProjectorSpecialist|Sports & Outdoors|#14,622|$28.99|5.0|0.13|04/13/23|$5,073
104|threesheep Fitness Tracker for Men and Women,Fitness Watch Waterproof with Activity Tracker and Sleep Monitor&Temperature Monitor,Smart Watch for Android and iOS Phones|threesheep|Sports & Outdoors|#3,618|$19.99|3.8|0.11|11/16/21|$38,945
105|"Smart Watch, Fitness Tracker with Heart Rate Monitor,Step Counter,Blood Oxygen Tracking, Message Reminder,1.44"" Inch Touch Screen Smartwatch Gifts for Kids Women Men,Activity Trackers for iOS/Android"|KANGYUE|Electronics|#3,628|$7.99|4.0|0.09|02/09/23|$4,674
106|Smart Watch Fitness Tracker with Heart Rate Blood Oxygen Blood Pressure Sleep Monitor 100 Sports Modes Step Calorie Counter Activity Health Trackers IP68 Waterproof for Android Phones iPhone Women Men|Mindrose|Sports & Outdoors|#965|$45.99|4.5|0.291|02/12/23|$246,749
107|ENGERWALL Fitness Tracker with Step Counter/Calories/Stopwatch, Activity Tracker with Heart Rate Monitor, IP68, Health Tracker with Sleep Tracker, Smartwatch, Pedometer Watch for Women Men Kids|ENGERWALL|Sports & Outdoors|#1,863|$19.99|3.8|0.132|12/04/20|$59,250
108|MATEIN Travel Laptop Backpack, Business Anti Theft Slim Durable Laptop Backpack with USB Charging Port, Water Resistant College Bag Computer Bag Gifts for Men & Women Fits 15.6 Inch Notebook, Grey|MATEIN|Electronics|#4|$29.99|4.7|2.04|05/21/17|$239,012
109|Modoker Vintage Laptop Backpack for Women Men,Travel Backpacks with USB Charging Port Fashion Backpack Fits 15.6Inch Notebook, Green|Modoker|Electronics||$21.99|4.6|||
110|Laptop Backpack,Business Travel Anti Theft Slim Durable Laptops Backpack with USB Charging Port,Water Resistant College Computer Bag for Women & Men Fits 15.6 Inch Laptop and Notebook - Black|Volher|Electronics|#337|$23.83|4.6|2.2|08/21/18|
111|Everki Onyx Premium Business Executive 17.3-Inch Laptop Backpack, Ballistic Nylon and Leather, Travel Friendly (EKP132S17), Black|EVERKI-LaptopBagsforMobileProfessionals|Electronics||$345.00|4.6|||
112|Mancro Laptop Backpack for Travel, 15.6 in Anti-Theft Business Backpack for Men Women with USB Charging Port & Lock, Gifts for Men Women, Water Resistant Travel Computer Bag Daypack, Grey|Mancro|Electronics|#58|$16.99|4.6|1.51|10/12/16|$26,393
113|SwissGear 1900 Scansmart TSA 17-Inch Laptop Backpack, Black, 19|SwissGear|Electronics|#24|$85.73|4.7|3.5|12/09/10|
114|Victoriatourist Laptop Backpack 15.6 Inch, Business Slim Durable Laptops Travel Backpacks with USB Charging Port, College Backpacks Computer Bag Gifts for Men and Women Fits Notebook (Grey)|VICTORIATOURIST|Electronics||$18.99|4.4|||
115|THE NORTH FACE Vault Everyday Laptop Backpack|THENORTHFACE|Clothing, Shoes & Jewelry|#12,739|$64.95|4.7|1.799|08/15/14|$110,395
116|LOVEVOOK Laptop Backpack for Women, Fits 15.6 Inch Laptop Bag, Fashion Travel Work Anti-theft Bag with Lock, Business Computer Waterproof Backpack Purse, College Backpacks, Beige-Black-Brown|LOVEVOOK|Electronics||$29.99|4.7|||
117|Lenovo Laptop Backpack B210, 15.6-Inch Laptop/Tablet, Durable, Water-Repellent, Lightweight, Clean Design, Sleek for Travel, Business Casual or College, GX40Q17225, Black Casual Backpack- Black|LENOVO|Electronics|#15|$16.43|4.6|0.88|09/24/17|
118|KROSER Travel Laptop Backpack 17.3 Inch XL Computer Backpack with Hard Shell Saferoom RFID Pockets Water-Repellent Business College Daypack Stylish Laptop Bag for Men/Women-Black|KROSER|Electronics|#28|$43.99|4.7|3.26|02/09/19|
119|MATEIN Travel Laptop Backpack,TSA Large Travel Backpack for Women Men, 17 Inch Business Flight Approved Carry On Backpack with USB Charger Port and Luggage Sleeve, Durable College Rucksack, Grey|MATEIN|Electronics|#71|$31.99|4.7|2.13|06/11/19|
120|VANKEAN 15.6 Inch Laptop Backpack for Women Work Laptop Bag Fashion with USB Port, Waterproof Backpacks Stylish Travel Bags Casual Daypacks for College, Business, Light Dusty Pink|VANKEAN|Electronics||$31.99|4.7|||
121|YALUNDISI Vintage Backpack Travel Laptop Backpack with usb Charging Port for Women & Men College Backpack Fits 15.6 Inch Laptop Grey|YALUNDISI|Electronics||$21.99|4.7|||
122|Amazon Basics Laptop Backpack Fits Up to 17-Inch Laptops, Black|AmazonBasics|Electronics|#2,207|$33.89|4.5|2.745|08/07/13|$33,579
123|Ytonet Laptop Backpack for Women, Travel Backpack for College with USB Charging Port Fit 15.6 Inch Laptop, College Backpack Purse Water Resistant backpack Carry on Bag for Office/Teacher/Work, Grey|YTONET|Electronics|#39|$18.69|4.7|1.79|10/14/19|
124|Monsdle Travel Laptop Backpack Anti Theft Backpacks with USB Charging Port, Travel Backpacks Business Work Bag 15.6 Inch College Computer Bag for Men Women, Black|Monsdle|Electronics||$29.92|4.5|||
125|SHRRADOO Extra Large 52L Travel Laptop Backpack with USB Charging Port Fit 17 Inch Laptops for Men Women (Black)|SHRRADOO|Electronics|#3|$28.99|4.7|2.7|07/11/19|
126|Polare 17.3 Inch Full Grain Leather Business Large Laptop Backpack 26L Travel Retro Daypack Weekender Computer Rucksack|polareoriginal|Electronics||$189.99||||
127|CAPOXO Wireless Earbuds Bluetooth 5.3 Headphones 120Hrs Playtime 2600mAh Power Display Wireless Charging Case Headset IPX7 Waterproof Sports Earphones with Over-Ear Earhooks Mics for Workout Black|CAPOXO|Electronics|#83|$29.99|5.0|0.439|05/31/23|$69,702
128|BEBEN T20 True Wireless Earbuds, IPX7 Waterproof Bluetooth Earbuds, 35H Cyclic Playtime Headphones with Charging Case and mic for iPhone Android, in-Ear Stereo Earphones Headset for Sport|BEBEN|Electronics|#4,792|$9.99|4.3|0.22|03/15/23|$806
129|Skullcandy Sesh Evo True Wireless In-Ear Bluetooth Earbuds Compatible with iPhone and Android / Charging Case and Microphone / Great for Gym, Sports, and Gaming IP55 Water Dust Resistant - Blue|Skullcandy|Electronics|#211|$24.03|4.1|0.311|07/26/20|$111,174
130|Bluetooth Headphones V5.3 Wireless Earbuds 50Hrs Battery Life with Wireless Charging Case & LED Power Display Deep Bass IPX7 Waterproof Earphones Microphone Stereo Headset for TV Smart Phone Laptop|CAPOXO|Electronics|#152|$29.99|4.4|0.22|03/13/23|$272,759
131|JBL Vibe 200TWS True Wireless Earbuds - Black, Small|JBL|Electronics|#123|$49.95|4.3|0.24|06/16/21|$142,059
132|HIYDOO Bluetooth Headphones, True Wireless Earbuds 91Hrs Playback with 1800mAh Charging Case for Android Phone, Small in-Ear Invisible Earphone with Microphone for iPhone PC Computer Laptop Sports|HIYDOO|Electronics|#125|$22.99|4.8|0.311|03/30/23|$152,868
133|Bluetooth Headphones Wireless Earbuds 80hrs Playtime Wireless Charging Case Digital Display Sports Ear buds with Earhook Premium Deep Bass IPX7 Waterproof Over-Ear Earphones for TV Phone Laptop Black|PocBuds|Electronics|#59|$28.99|5.0|0.351|06/05/23|$46,884
134|Soundcore by Anker Life P2 Mini True Wireless Earbuds, 10mm Drivers with Big Bass, Custom EQ, Bluetooth 5.2, 32H Playtime, USB-C for Fast Charging, Tiny Size for Commute, Work (Black)|soundcore|Electronics|#512|$27.99|4.4|0.243|07/13/21|$38,561
135|Wireless Earbuds, Bluetooth 5.3 Headphones, 48h Playtime LED Power Display Wireless Charging Case, HiFi Stereo Deep Base Earphones IPX7 Waterproof Ear Buds with Built-in Mic for Workout/Home/Office|Jrwaro|Electronics|#1,440|$24.99|4.8|0.201|05/03/23|$8,012
136|Bluetooth Headphones V5.3 Wireless Earbuds 50Hrs Battery Life with Wireless Charging Case & LED Power Display Deep Bass IPX7 Waterproof Earphones Microphone Stereo Headset for TV Smart Phone white|CAPOXO|Electronics|#446|$29.99|5.0|0.216|06/06/23|$8,259
137|Wireless Earbuds Bluetooth Headphones 48hrs Play Back Sport Earphones with LED Display Over-Ear Buds with Earhooks Built-in Mic Headset for Workout Black BMANI-VEAT00L|BMANIWirelessEarbuds|Electronics|#38|$29.99|4.5|0.311|12/19/21|$369,263
138|"JLab Go Air Pop True Wireless Bluetooth Earbuds + Charging Case | Slate | Dual Connect | IPX4 Sweat Resistance | Bluetooth 5.1 Connection | 3 EQ Sound Settings Signature, Balanced, Bass Boost"|JLab|Electronics|#283|$23.49|4.4|0.13|09/29/21|$91,552
139|Wireless Earbuds, Bluetooth 5.3 Headphones in Ear with Noise Cancelling Mic, Bluetooth Earbuds Stereo Bass, IP7 Waterproof Sports Earphones, 32H Playtime USB C Charging Ear Buds Purple for Android iOS|Jxrev|Electronics|#749|$17.59|4.3|0.22|09/20/22|$40,912
140|Wireless Earbuds, Bluetooth 5.3 Earbuds 36H Playtime with LED Power Display Charging Case Premium Sound Bluetooth Headphones Built-in Mic Crystal-Clear Calls Earphones for Workout/Home/Office|CXK|Electronics|#986|$27.99|4.5|0.201|02/23/23|$72,427
141|DIUARA Wireless Earbuds V5.3 Bluetooth Headphones 48 Hrs Playtime with LED Power Display Charging Case, IPX5 Waterproof Deep Bass Stereo Earphones with Mic for Android iOS Cell Phone|DIUARA|Electronics|#128|$15.99|4.7|0.201|11/23/22|$91,758
142|Wireless Earbuds Bluetooth 5.3 Headphones 60 Hrs Playtime Sports Ear buds with Wireless Charging Case & LED Power Display Over-ear Earphones with Earhooks Waterproof Stereo Bass Headset for Workout|CAPOXO|Electronics|#66|$39.99|4.8|0.331|05/13/23|$502,011
143|Philips Sonicare 4100 Power Toothbrush, Rechargeable Electric Toothbrush with Pressure Sensor, Black HX3681/24|PhilipsSonicare|Health & Household|#31|$39.96|4.5|0.619|12/14/21|$1,662,894
144|Oral-B Pro 1000 Rechargeable Electric Toothbrush, White|Oral-B|Health & Household|#659|$49.94|4.6|0.769|06/18/21|$996,731
145|Oral-B Pro-Health Clinical Battery Power Electric Toothbrush, 1 Count (Pack of 1) (Colors May Vary)|Oral-B|Industrial & Scientific|#96|$15.95|4.4|0.353|06/01/23|$20,945
146|Electric Toothbrush for Adults, 8 Brush Heads Sonicare Electric Toothbrush with 40000 VPM Deep Clean 5 Modes, Rechargeable Toothbrushes Fast Charge 4 Hours Last 30 Days,, Father's Day Gifts|TEETHEORY|Health & Household|#2,258|$19.99|4.5|0.454|01/05/22|$129,238
147|Aquasonic Black Series Ultra Whitening Toothbrush – ADA Accepted Power Toothbrush - 8 Brush Heads & Travel Case – 40,000 VPM Electric Motor & Wireless Charging - 4 Modes w Smart Timer|AquaSonic|Health & Household|#834|$39.95|4.6|1.12|06/19/17|$506,915
148|Oral-B Pro 1000 Rechargeable Electric Toothbrush, Black|Oral-B|Health & Household|#451|$47.99|4.6|0.769|01/16/16|$1,136,598
149|Sonic Electric Toothbrush for Adults - Rechargeable Electric Toothbrushes with 8 Brush Heads, & Travel Case,Teeth Whitening , Power Electric Toothbrush with Holder, Once Charge for 120 Days - H8 Pink|YOUSIMP|Health & Household|#1,208|$19.99|4.5|0.75|04/04/23|$142,989
150|Philips Sonicare 1100 Electric Rechargeable Power Toothbrush, White Grey HX3641/02|PhilipsSonicare|Health & Household|#3,399|$19.96|4.6|0.6|12/14/21|$125,745
151|Philips One by Sonicare Battery Toothbrush, Midnight Blue, HY1100/04|Philips|Health & Household|#646|$19.96|4.5|0.24|06/18/21|$323,798
152|Philips Sonicare 4100 Power Toothbrush, Rechargeable Electric Toothbrush with Pressure Sensor, White HX3681/23|PhilipsSonicare|Health & Household|#31|$39.96|4.4|0.619|12/14/21|$1,639,907
153|Oral-B Pro 100 CrossAction, Battery Powered Electric Toothbrush, Black|Oral-B|Health & Household|#11,700|$15.97|4.4|0.3|11/06/19|$23,711
154|Philips Sonicare 9900 Prestige Rechargeable Electric Power Toothbrush with SenseIQ, Champagne, HX9990/11|Philips|Health & Household|#11,449|$326.63|4.4|1.459|04/05/21|$456,644
155|7AM2M Sonic Electric Toothbrush with 6 Brush Heads for Adults and Kids, One Charge for 90 Days, IPX7 Waterproof, 5 Modes with 2 Minutes Built in Smart Timer, Electric Toothbrushes(Pink)|7AM2M|Health & Household|#687|$25.99|4.4|0.571|02/08/21|$375,725
156|Philips One by Sonicare Rechargeable Toothbrush, Shadow Black, HY1200/06|PhilipsSonicare|Health & Household|#3,577|$25.99|4.4|0.467|07/20/21|$422,445
157|BTFO Sonic Electric Toothbrush with 5 Modes, 2pcs Replacement Brush Heads USB Rechargeable Smart Electronic Toothbrush with Holder for Adults IPX7 Waterproof Timing Fast Charging (Black, 1741-01)|BTFO|Health & Household|#11,825|$7.99|4.5|0.595|07/19/21|$3,501
158|Philips Sonicare ProtectiveClean 5100 Gum Health, Rechargeable Electric Power Toothbrush, Black, HX6850/60|Philips|Health & Household|#1,453|$89.96|4.7|1.041|11/05/17|$841,580
159|Oral-B Pro 1000 Rechargeable Electric Toothbrush, Pink|Oral-B|Health & Household|#3,341|$49.94|4.6|0.754|09/01/19|$1,020,398
160|Philips One by Sonicare Battery Toothbrush, Mango Yellow, HY1100/02|Philips|Health & Household|#646|$19.96|4.5|0.24|06/18/21|$327,449
161|POTICO Sonic Electric Toothbrush for Adult 8 Brush Heads Smart Timer 5 Modes IPX7 Waterproof Power Rechargeable Toothbrush 1 Charge for 90 Days Use|POTICO|Health & Household|#45,817|$9.99|4.8|0.659|12/06/22|$390
162|Philips Sonicare ProtectiveClean 6100 Rechargeable Electric Power Toothbrush, Navy Blue, HX6871/49|PhilipsSonicare|Health & Household|#5,350|$109.96|4.7|1.041|12/14/17|$868,212
163|Operan Electric Toothbrush for Adults and Kids Sonic Rechargeable Toothbrush with 5 Modes 2-Min Smart Timer IPX7 Waterproof 40,000 VPM Motor with 8 Brush Heads & Travel Case Black|Operan|Health & Household|#5,033|$36.99|4.8|0.84|11/22/22|$127,434
164|NBGRLVS Rechargeable Sonic Electric Toothbrush for Adults with 4 Brush Heads, 3 Modes, 2 Minute Smart Timer and Fast 6 Hour Charge - Perfect for Travel and Easy Dental Care (Pink)|NBGRLVS|Health & Household|#7,181|$29.99|3.0|0.571|04/07/23|$7,037
165|Oral-B Pro 5000 Smartseries Power Rechargeable Electric Toothbrush with Bluetooth Connectivity, Black Edition|Oral-B|Health & Household|#6,253|$99.94|4.6|1.12|11/28/18|$203,120
166|Philips Sonicare DailyClean 1100 Rechargeable Electric Power Toothbrush, White, HX3411/04|PhilipsSonicare|Health & Household|#18,692|$28.50|4.6|0.769|01/01/20|$164,713
167|Bitvae Ultrasonic Electric Toothbrushes - Electric Toothbrush for Adults and Kids, American Dental Association Accepted, Rechargeable Travel Sonic Toothbrush with 8 Heads, Black D2|Bitvae|Health & Household|#1,892|$17.99|4.4|0.509|02/24/22|$196,932
168|Colgate 360 Floss Tip Battery Powered Toothbrush, Sonic Toothbrush With Soft Bristles, Tongue Cleaner Helps Remove Bacteria, Great for Travel, Includes 1 AAA Battery Total, 2 Pack|Colgate|Health & Household|#2,643|$9.96|4.6|0.181|12/31/17|$69,409
169|Aquasonic Duo - Dual Handle Ultra Whitening 40,000 VPM Wireless Charging Electric ToothBrushes - 3 Modes with Smart Timers - 10 Dupont Brush Heads & 2 Travel Cases Included|AquaSonic|Health & Household|#6,898|$49.95|4.6|2.161|09/16/18|$99,350
170|Aquasonic Vibe Series Ultra Whitening Toothbrush – ADA Accepted Power Toothbrush - 8 Brush Heads & Travel Case – 40,000 VPM Motor & Wireless Charging - 4 Modes w Smart Timer – Charcoal Metallic|AquaSonic|Health & Household|#2,833|$39.95|4.6|1.1|04/25/19|$253,003
171|Bitvae R2 Rotating Electric Toothbrush for Adults with 8 Brush Heads, Travel Case, 5 Modes Rechargeable Power Toothbrush with Pressure Sensor, 3 Hours Fast Charge for 30 Days, Black|Bitvae|Health & Household|#2,886|$29.99|4.4|0.926|11/15/22|$110,128
172|Tranqwil Sonic Electric Toothbrush for Adults, Vibration Plate 42,000 VPM Motor, 60 Day No Charge, Sonic Toothbrush Electric Wireless Fast Charge, 5 Modes, 2 Min Built in Smart Timer (Metal Build)|Tranqwil Innovations|Health & Household|#37,284|$39.99|4.9|0.6|05/04/23|$17,139
173|Philips Sonicare ProtectiveClean 6100 Rechargeable Electric Power Toothbrush, White, HX6877/21|Philips|Health & Household|#2,449|$109.96|4.7|1.041|11/05/17|$894,898
174|7AM2M Sonic Electric Toothbrush for Adults and Kids, Stocking Stuffers for Adults, with 6 Brush Heads, 5 Modes with 2 Minutes Build in Smart Timer, Roman Column Handle Design (Pink)|7AM2M|Health & Household|#3,795|$19.99|4.5|0.549|01/24/22|$90,154
175|Oral-B Vitality Dual Clean Electric Toothbrush, White, 1 Count|Oral-B|Health & Household|#8,611|$34.79|4.6|0.71|12/31/17|$27,145
176|Philips Sonicare ProtectiveClean 4100 Rechargeable Electric Toothbrush Packaging May Vary, White, 1 Count|Philips|Health & Household|#7,227|$47.90|4.7|0.86|11/05/17|$71,115
177|Oral-B Pro 100 GumCare, Battery Powered Electric Toothbrush, White|Oral-B|Health & Household|#12,678|$15.99|4.5|0.37|11/06/19|$22,744
178|ARM & HAMMER Spinbrush PRO+ Extra White Battery-Operated– Spinbrush Battery Powered Toothbrush Removes 100% More Plaque- Soft Bristles -Batteries Included|ARMHAMMER|Health & Household|#10,995|$8.98|4.6|0.28|04/06/14|$21,631
179|hum by Colgate Smart Electric Toothbrush Kit, Rechargeable Sonic Toothbrush with Travel Case, Blue|Colgate|Health & Household|#17,067|$36.34|4.5|1.08|07/24/21|$64,642
180|MySmile Electric Toothbrush for Adults, Rechargeable Sonic Electronic Toothbrush with 6 Brush Heads and Travel Case, 2 Mins 5 Modes Smart Timer, 48000VPM (Black)|MySmile|Health & Household|#28,861|$59.99|4.7|1.72|02/15/22|$34,626
181|7AM2M Sonic Electric Toothbrush for Adults and Kids- High Power Rechargeable Toothbrushes with 8 Brush Heads,5 Adjustable Modes, Built-in 2-Minute Smart Timer,4 Hours Fast Charge for 75 Days (Blue)|7AM2M|Health & Household|#10,811|$20.99|4.4|0.399|06/06/22|$27,302
182|Teeth & Gums Care Electric Toothbrush, IPX7 Waterproof Sonicare 38000VPM, Fast Charge Long Last with Intelligent Time Reminder 5 Optional Modes Dupont Brush Heads, Travel, Indoor, Outdoor, Black|Blenpapa|Health & Household|#14,980|$13.99|4.3|0.311|04/07/21|$16,446
183|Oral-B Smart 1500 Electric Toothbrush, Pink|Oral-B|Health & Household|#9,483|$69.99|4.6|1.01|06/14/20|$144,357
184|Oral-B Pro 1000 CrossAction Electric Toothbrush, Blue|Oral-B|Health & Household|#7,923|$49.97|4.6|0.78|09/01/19|$1,027,366
185|Spinbrush Pro Whiten, Battery Toothbrush for Adults, Medium Bristles, Batteries Included|ARMHAMMER|Health & Household|#8,997|$7.88|4.6|0.3|06/18/21|$13,522
186|Philips Sonicare ProtectiveClean 5300 Rechargeable Electric Power Toothbrush, Black, HX6423/34|PhilipsSonicare|Health & Household|#15,474|$109.96|4.7|1.045|01/31/20|$165,410
187|Colgate hum Black Electric Toothbrush for Adults, Starter Kit with Travel Case and Extra Refill Head, Rechargeable Smart Sonic Toothbrush, Black|Colgate|Health & Household|#20,000|$25.99|4.5|1.1|05/07/21|$19,230
188|Colgate 360 Floss Tip Sonic Powered Battery Toothbrush, 2 Pack|Colgate|Health & Household|#10,639|$9.99|4.5|0.622|06/19/21|$19,187
189|Oral-B iO Series 4 Electric Toothbrush with (1) Brush Head, Rechargeable, Black|Oral-B|Health & Household|#13,513|$79.94|4.4|1.151|08/06/22|$365,838
190|Etekcity Electric Toothbrush Sonic for Adults, Learning Mode, 6 Soft & Premium Brush Heads, Fast Charge 3 Hours Last 60 Days, Kids and Beginners, 2 Mins Smart Timer, 5 Modes & Travel Case, Black|Etekcity|Health & Household|#38,953|$19.99|4.6|0.679|06/01/23|$4,500
191|kingheroes Electric Toothbrush Set, Sonic Toothbrush with 4 Modes, 42000 VPM Motor, One Charge for 60 Days, Comes with 8 Brush Heads & Travel Case (White)|kingheroes|Health & Household|#8,971|$16.99|4.4|0.571|06/18/21|$67,254
192|Operan Electric Toothbrush for Adults and Kids High Power Sonic Rechargeable Toothbrush with Smart Timer 5 Modes 6 Brush Heads 40,000 VPM Motor 6 Hours Fast Charge for 100 Days (Black)|Operan|Health & Household|#19,365|$29.99|4.9|7.165|04/24/23|$25,817
193|Amazon Basics Battery Powered Rechargeable Toothbrush with Action Clean Brush Heads and Charger, 4 Piece Set, White|AmazonBasics|Health & Household|#23,585|$18.09|4.4|0.71|05/02/22|$16,761
194|Amazon Basics 1/2-Inch Extra Thick Exercise Yoga Mat|AmazonBasics|Sports & Outdoors|#7|$24.18|4.6|2.998|08/09/17|$641,678
195|Gaiam Print Yoga Mat, Non Slip Exercise & Fitness Mat for All Types of Yoga, Pilates & Floor Exercises|Gaiam|Sports & Outdoors|#1,059|$16.98|4.6|2.701|02/27/17|$77,972
196|BalanceFrom All Purpose 1/4-Inch High Density Anti-Tear Exercise Yoga Mat with Carrying Strap|BalanceFrom|Sports & Outdoors|#132|$14.99|4.5|2.469|07/23/16|$179,820
197|Agsnilove Meditation Cushion Zafu Thick Yoga Mat Set Bolster Floor Pillows Seating for Adults Meditation Accessories, Coffee, 60X60cm|Agsnilove|Sports & Outdoors|#50,624|$79.99|4.4|7.0|08/17/22|$4,000
198|WeYingLe Yoga Mat Towel Non Slip Suede Luxurious Foldable Mat Hot Yoga Towel,Sweat Absorbent, for Hot Yoga, Bikram, Pilates (Mat Deer)|WeYingLe|Sports & Outdoors|#343,842|$24.00|4.6|3.159|03/24/19|$3,960
199|"AngelBeauty© Microfiber Non Skid Yoga Towel Yoga Mat 24""x72"" with Carry Bag + Gift Box (Yellow)"|AngelBeauty|Sports & Outdoors|#144,721|$13.99|4.1|1.349|05/27/22|
200|ridgeback Yoga Rug, Yoga Towel Alternative with Grip. Will not Move, Twist, or Stink. Lays Over Your Yoga mat for Heated or Hot Yoga. …|ridgeback® yoga rug|Sports & Outdoors|#454,795|$129.99|4.0|3.9|08/08/17|$130
201|Yogitoes Yoga Mat Towel - Absorbent, Non-Slip, Quick Drying Microfiber Towel with Skidless Technology for Hot Yoga, Pilates, Beach, and General Fitness|Manduka|Sports & Outdoors|#9,068|$68.65|4.6|1.25|09/13/21|$54,750
202|BalanceFrom All Purpose 1/2-Inch Extra Thick High Density Anti-Tear Exercise Yoga Mat with Carrying Strap with Optional Yoga Blocks|BalanceFrom|Sports & Outdoors|#104|$18.99|4.5|2.401|09/30/13|$313,509
203|"Gaiam Essentials Thick Yoga Mat Fitness & Exercise Mat with Easy-Cinch Yoga Mat Carrier Strap, 72""L x 24""W x 2/5 Inch Thick"|Gaiam|Sports & Outdoors|#220|$22.09|4.6|2.0|09/11/18|$255,939
204|BalanceFrom 3mm Thick High Density Anti-Tear Exercise Yoga Mat with Optional Yoga Blocks|BalanceFrom|Sports & Outdoors|#762|$8.99|4.2|1.499|09/21/22|$50,758
